"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"4","8.2543595863177388E-1","-2.1058964602961499E-30","7.6370064832287379E-2","-1.3124895750580383E-15","1.8958464948486425E-1","8.5013837890496753E-16","3.1298605380162901E+0","2.7743534734061930E+0","1.2297748492416380E+1","5.1764851734308297E+2","1.215058560962404E-2"
