t,x,y,z
628.3185307179587,0.98784941573006,0.0,0.0
628.2713254061485,0.9878500355566424,8.400104441804575e-7,-8.00772526086882e-7
628.1702856841173,0.9878555183503052,8.270490419861068e-6,-7.884158106891577e-6
627.9775540771484,0.9878814417850732,4.3403374397687824e-5,-4.1375454232767064e-5
627.6727263300078,0.9879613690375887,0.00015173679931430493,-0.00014463737578105623
627.3294394704287,0.9880995592883747,0.00033911793228123897,-0.000323186706602166
626.9606766127338,0.9882863221945767,0.0005926415097849011,-0.0005645666241824368
626.5653734732257,0.9885016266932235,0.0008856226314831182,-0.0008430714107345679
626.1488639884502,0.9887083459973195,0.0011683436415704713,-0.0011110523994775098
625.7117923796022,0.9888638254112238,0.0013834182967494629,-0.0013137953465616188
625.2571510600468,0.9889270258584603,0.0014749274574248905,-0.0013984855085517323
624.7875849339326,0.988873389232817,0.0014082411704775437,-0.0013330619206189979
624.3068741951723,0.9887063068442795,0.0011858397883904171,-0.0011208424293729896
623.8171617949185,0.988460069100638,0.0008523039252281457,-0.0008046242578962561
623.3185562337355,0.9881920993253421,0.000484778004941899,-0.0004572985795736398
622.8083773325662,0.98796943597091,0.00017499879989375252,-0.0001650168623398513
622.2833226082817,0.987855228983888,1.0676702186191534e-5,-1.0067367119495938e-5
621.7546056400769,0.9878893216546032,4.872487585483342e-5,-4.593791889069337e-5
621.235402310097,0.9880592812941469,0.00027475590922315353,-0.00025899781532598144
620.7198654133475,0.988316312158379,0.000624053177872181,-0.0005879408613942425
620.2070662249461,0.9885908283693816,0.0010030074113212969,-0.0009440193381005505
619.692748605894,0.9888113695607931,0.001314323714909377,-0.0012352513613344872
619.1749220579984,0.9889181398928655,0.0014747346051715209,-0.001383606694695236
618.6529561857769,0.9888794997134683,0.0014372262932844226,-0.001345968192303759
618.1292555903702,0.9887041750167792,0.0012086678974184378,-0.001130068378138734
617.6047584889469,0.9884404695408155,0.0008509849469272782,-0.0007946493569251498
617.0780482851789,0.9881607348407712,0.00046171488405585516,-0.0004308212329308396
616.5445232287132,0.987941836742852,0.00014764758089553062,-0.00013773264084654944
615.9999367333579,0.9878495320775408,2.8130915221294522e-6,-2.6271815299075465e-6
615.4587857347001,0.9879157281767332,7.680091797585078e-5,-7.160107735856367e-5
614.9299544737721,0.9881141536395255,0.00033865295108999175,-0.00031569773926612703
614.4068333103357,0.9883856569809156,0.0007102590074762425,-0.000661717450451147
613.8874293724498,0.988654982422962,0.0010895785300889698,-0.0010140078476771242
613.3671555960722,0.988850464953155,0.001377011181970628,-0.0012795714831027784
612.8439154022992,0.9889178936698069,0.0014939063476237867,-0.0013857512382563556
612.31774196723,0.9888364005859355,0.001404768940030314,-0.0013007627673808702
611.7909612524304,0.9886279746790303,0.0011324123160332796,-0.0010469798558973423
611.2639642501949,0.9883511491272076,0.000752394448528221,-0.0006948842862137052
610.7342308595603,0.988082286629052,0.00036906687127359627,-0.0003406739861401148
610.1964675143363,0.9878966075876483,8.939243898406443e-5,-8.252571968428255e-5
609.6488590402245,0.9878528144169699,9.860076104352606e-7,-9.003666019763805e-7
609.111206991788,0.9879650503189876,0.00013251217650081225,-0.0001221641821008185
608.583339044078,0.9881936110596559,0.0004357491375728658,-0.0004017024920530381
608.0613566700839,0.9884719544986164,0.0008224638743555471,-0.0007576999004828579
607.5415559557915,0.9887244981832893,0.0011886788005821757,-0.001093799095492563
607.0203060385682,0.9888833962461514,0.0014373400092408228,-0.001320554901591506
606.4956651915602,0.9889037100126644,0.001499157347036439,-0.0013749485225880767
605.9688814391395,0.9887777072526982,0.0013536036468466011,-0.0012393819427308792
605.441870368143,0.9885404867876575,0.0010400751916217511,-0.0009510304143988734
604.9144149361222,0.9882585241970345,0.0006456216386035468,-0.000589850785585904
604.3829345799143,0.9880094064355996,0.0002783578847799171,-0.000254256866466384
603.8418350997802,0.9878644383856673,4.2825699310399983e-5,-3.9158186919741634e-5
603.2944229733325,0.9878721172704589,1.6400242448392094e-5,-1.4912564093009698e-5
602.760907094545,0.9880269285696471,0.0002034681459654192,-0.00018549693574340445
602.234584176792,0.9882790190400867,0.0005421681590250006,-0.0004942626626935761
601.7139302553319,0.9885563000925944,0.0009358893819618854,-0.0008525835792000519
601.1938869215616,0.9887847669578121,0.0012806579943614661,-0.0011652333951356604
600.671762162193,0.9889022154167932,0.001483955091657885,-0.0013480850840160304
600.1460973276029,0.9888744255575352,0.0014877140220457066,-0.0013492187029666813
599.6191503813031,0.9887075429609786,0.001287852493087112,-0.0011661764298319074
599.0921190132898,0.9884484823812638,0.0009394998643540602,-0.0008497756789511263
598.564074261959,0.988169472838943,0.0005390824478049742,-0.00048732951707856144
598.0304825361925,0.9879474190334059,0.00019649032135964756,-0.0001776724151910663
597.4860385172802,0.9878481440857819,1.2166965541249574e-5,-1.1047172910560032e-5
596.9414531696619,0.9879064692378939,4.884525882000073e-5,-4.395519208542746e-5
596.4109635942966,0.9880986319417773,0.00028723441603018056,-0.0002589703895061149
595.8864335011781,0.9883665845483978,0.0006539504758600271,-0.0005895716865743223
595.3665526349126,0.9886352286478725,0.0010466589364467717,-0.0009428991408908831
594.8461164965166,0.9888332648989496,0.0013623313289982824,-0.0012257292822068847
594.3229393080377,0.988905916187144,0.001515061064818476,-0.0013610232721830927
593.7964784781979,0.9888308446112046,0.0014596499554169317,-0.0013091563905409964
593.2694030810638,0.9886280990509604,0.001209208455238695,-0.0010830727330451925
592.742371602366,0.9883548219756809,0.0008333817626545455,-0.0007458015334745146
592.2133522944356,0.9880866968122739,0.0004356369679353938,-0.00038978447827946877
591.6771399575995,0.9878983346162865,0.00012596702969018108,-0.00011282750412383684
591.1299678695555,0.9878483822756685,-1.118013864649766e-6,9.96711057133605e-7
590.5898958005761,0.9879544008039223,9.740841757798837e-5,-8.671958948203246e-5
590.0614120877116,0.9881779675207567,0.00038208557490108876,-0.00034069904382823095
589.5387610014755,0.9884538558426045,0.0007688636031359047,-0.0006855300311141595
589.0191031264541,0.9887065625796008,0.0011525106072749305,-0.0010267724115903035
588.4981306779516,0.9888686001898743,0.0014318850820715385,-0.0012740432146369014
587.973786838381,0.9888942761029277,0.001529758711748299,-0.0013590769976218166
587.4468428019766,0.9887741639304574,0.0014154681036884582,-0.001255704057376113
586.9197259427912,0.9885416184166093,0.001119427806010521,-0.0009919599470501242
586.3925423418634,0.9882620401418077,0.0007240701378701231,-0.0006412676677925126
585.8621349780209,0.9880124794471776,0.0003377490475970977,-0.0002992196041636259
585.3228001411048,0.98786369968261,6.889552220386298e-5,-6.119695141579081e-5
584.7746138977935,0.9878649723171113,3.612320563508786e-6,-3.073581328254314e-6
584.2392663311736,0.9880143011734533,0.00016105919737405047,-0.0001418455836404907
583.7123423233006,0.9882625217059392,0.0004859968438385557,-0.0004286129608275849
583.1913064984892,0.9885384932576007,0.0008847239069907959,-0.0007801756218799536
582.6714985713612,0.988768289407557,0.0012512078108031217,-0.0011024410188968355
